timestamp,forecast_cloud_cover,forecast_temp_c,forecast_wind_ms,forecast_humidity_pct,measured_poa_wm2,measured_module_temp_c,measured_ambient_temp_c,rainfall_mm,status,ac_power_kw
2024-01-01 20:00:00,0.162,23.0,3.21,39.0,0.0,24.19,23.1,0.0,STANDBY,0.0
2024-01-01 21:00:00,0.12,20.7,2.54,39.0,0.0,20.63,21.17,0.0,STANDBY,0.0
2024-01-01 22:00:00,0.072,19.7,2.57,43.0,0.0,18.92,19.74,0.0,STANDBY,-9.18
2024-01-01 23:00:00,0.101,18.4,2.59,45.0,0.0,19.09,18.05,0.0,STANDBY,-6.17
2024-01-02 00:00:00,0.246,16.0,2.65,46.0,0.0,17.1,15.92,0.0,standby,0.0
2024-01-02 01:00:00,0.138,14.7,2.52,48.0,0.0,15.09,15.25,0.0,STANDBY,-3.76
2024-01-02 02:00:00,0.088,14.2,2.82,44.0,0.0,14.16,15.08,0.0,STANDBY,-4.78
2024-01-02 03:00:00,0.114,14.1,3.17,44.0,0.0,14.97,13.92,0.0,STANDBY,0.0
2024-01-02 04:00:00,0.225,14.0,3.58,50.0,0.0,14.83,14.72,0.0,STANDBY,0.0
2024-01-02 05:00:00,0.153,14.3,3.72,47.0,0.0,14.26,15.52,0.0,STANDBY,-6.09
2024-01-02 06:00:00,0.239,15.2,3.55,45.0,3.9,16.67,16.49,0.0,STANDBY,21.98
2024-01-02 07:00:00,0.166,16.3,3.77,48.0,121.1,22.08,18.46,0.0,RUN,1198.07
2024-01-02 08:00:00,0.213,18.1,3.4,51.0,354.8,29.69,20.13,0.0,RUN,3782.16
2024-01-02 09:00:00,0.226,20.2,3.58,49.0,581.7,35.98,21.25,0.0,RUN,6271.83
2024-01-02 10:00:00,0.083,21.9,3.37,44.0,758.4,41.46,23.97,0.0,RUN,8067.85
2024-01-02 11:00:00,0.077,23.8,3.2,38.0,870.4,45.0,25.14,0.0,RUN,9166.37
2024-01-02 12:00:00,0.111,25.1,3.19,37.0,895.7,46.48,25.59,0.0,RUN,9399.37
2024-01-02 13:00:00,0.133,25.9,3.97,32.0,866.6,44.09,27.43,0.0,RUN,8943.79
2024-01-02 14:00:00,0.163,26.4,4.5,34.0,724.5,43.74,27.65,0.0,RUN,7689.09
2024-01-02 15:00:00,0.101,27.1,3.94,31.0,533.4,-999.0,27.89,0.0,RUN,5717.88
02-01-2024 16:00,0.127,27.1,3.49,32.0,312.8,34.56,27.29,0.0,RUN,3228.06
2024-01-02 17:00:00,0.235,26.5,3.07,33.0,89.1,27.77,26.18,0.0, RUN ,724.8
2024-01-02 18:00:00,0.231,25.4,2.57,31.0,0.0,26.56,25.66,0.0,STANDBY,0.0
2024-01-02 19:00:00,0.316,24.0,2.53,38.0,0.0,24.42,24.79,0.0,STANDBY,-9.66
2024-01-02 20:00:00,0.269,22.6,2.61,43.0,0.0,23.38,23.13,0.0,STANDBY,-1.91
2024-01-02 21:00:00,0.248,20.9,2.64,45.0,0.0,20.75,21.07,0.0,STANDBY,-5.54
2024-01-02 22:00:00,0.164,18.3,2.55,48.0,0.0,19.33,19.6,0.0,STANDBY,-5.13
2024-01-02 23:00:00,0.23,17.0,2.52,50.0,0.0,18.73,17.21,0.0,STANDBY,-7.69
2024-01-03 00:00:00,0.196,17.9,2.11,59.0,0.0,16.98,16.58,0.0,STANDBY,-10.85
2024-01-03 01:00:00,0.278,16.8,1.91,64.0,0.0,15.93,15.68,0.0,STANDBY,-3.73
2024-01-03 02:00:00,0.201,15.5,2.48,62.0,0.0,14.31,-999.0,0.0,STANDBY,0.0
2024-01-03 03:00:00,0.121,15.9,2.37,60.0,0.0,13.81,14.83,0.0,STANDBY,0.0
2024-01-03 04:00:00,0.152,16.6,2.01,60.0,0.0,15.09,15.5,0.0,STANDBY,-10.66
2024-01-03 05:00:00,0.126,17.5,2.33,56.0,0.0,15.02,15.73,0.0,STANDBY,-7.53
2024-01-03 06:00:00,0.089,18.7,2.08,55.0,3.5,16.85,17.07,0.0,STANDBY,0.0
2024-01-03 07:00:00,0.245,19.9,2.61,53.0,124.3,20.57,18.19,0.0,RUN,1178.4
2024-01-03 08:00:00,0.188,21.5,2.11,48.0,355.5,29.26,20.05,0.0,RUN,3784.54
2024-01-03 09:00:00,0.081,22.5,2.09,45.0,590.8,36.26,20.71,0.0,RUN,6229.19
2024-01-03 10:00:00,0.108,24.1,2.07,39.0,775.4,42.64,22.82,0.0,RUN,8054.08
2024-01-03 11:00:00,0.284,25.6,2.5,38.0,896.6,45.38,25.57,0.0,RUN,9103.44
2024-01-03 12:00:00,0.382,26.7,2.75,36.0,902.1,44.95,25.92,0.0,RUN,9366.3
2024-01-03 13:00:00,0.244,28.3,2.49,34.0,856.2,47.79,26.88,0.0,RUN,8928.28
2024-01-03 14:00:00,0.124,29.0,2.9,32.0,736.6,45.09,28.0,0.0,RUN,7692.79
2024-01-03 15:00:00,0.151,29.6,2.76,31.0,549.9,39.55,27.91,0.0,RUN,5760.05
2024-01-03 16:00:00,0.155,28.9,2.73,29.0,326.1,35.37,27.99,0.0,RUN,3192.11
2024-01-03 17:00:00,0.194,28.2,2.21,28.0,91.0,28.24,27.11,0.0,RUN,762.6
2024-01-03 18:00:00,0.18,27.3,2.41,33.0,0.0,26.8,25.73,0.0,standby,-4.59
2024-01-03 19:00:00,0.143,25.7,2.01,34.0,0.0,25.06,24.68,0.0,STANDBY,-2.08
2024-01-03 20:00:00,0.091,24.0,2.12,37.0,0.0,22.8,22.98,0.0,STANDBY,0.0
2024-01-03 21:00:00,0.236,22.6,1.76,40.0,0.0,22.68,20.79,0.0,STANDBY,0.0
2024-01-03 22:00:00,0.286,20.9,2.09,47.0,0.0,19.4,19.82,0.0,STANDBY,0.0
2024-01-03 23:00:00,0.285,18.4,2.07,48.0,0.0,17.33,17.57,0.0,STANDBY,-5.66
2024-01-04 00:00:00,0.138,17.4,1.69,50.0,0.0,17.69,16.65,0.0,standby,0.0
2024-01-04 01:00:00,0.151,17.1,1.64,52.0,0.0,14.46,16.21,0.0,STANDBY,-2.3
2024-01-04 02:00:00,0.1,16.8,1.86,54.0,0.0,15.36,14.63,0.0,standby,0.0
2024-01-04 03:00:00,0.083,15.9,1.7,56.0,0.0,14.84,15.44,0.0,STANDBY,-9.67
2024-01-04 04:00:00,0.111,15.9,1.76,54.0,0.0,14.96,14.75,0.0,STANDBY,0.0
2024-01-04 05:00:00,0.161,17.5,1.83,53.0,0.0,16.24,16.33,0.0,STANDBY,-6.95
2024-01-04 06:00:00,0.171,18.3,1.62,51.0,3.0,17.5,17.12,0.0,STANDBY,56.65
2024-01-04 07:00:00,0.064,19.8,1.5,44.0,123.3,21.4,18.8,0.0,RUN,1195.98
2024-01-04 08:00:00,0.062,20.6,1.56,45.0,359.2,28.32,20.2,0.0,RUN,3794.9
2024-01-04 09:00:00,0.024,21.9,1.49,44.0,570.4,37.55,21.78,0.0,RUN,6244.32
2024-01-04 10:00:00,0.142,23.8,1.76,38.0,768.3,43.59,23.51,0.0,RUN,8010.93
2024-01-04 11:00:00,0.14,25.9,1.84,33.0,854.9,47.27,25.39,0.0,RUN,9018.71
2024-01-04 12:00:00,0.162,27.4,2.43,33.0,882.9,48.43,26.48,0.0,RUN,9332.29
2024-01-04 13:00:00,0.151,29.0,2.63,36.0,883.8,48.27,27.37,0.0,RUN,8875.48
2024-01-04 14:00:00,0.209,29.2,3.0,36.0,720.2,44.17,27.91,0.0,RUN,7665.11
2024-01-04 15:00:00,0.136,29.2,2.63,33.0,558.1,41.34,27.87,0.0,RUN,5757.06
2024-01-04 16:00:00,0.167,28.3,2.07,32.0,310.3,35.5,27.38,0.0,RUN,3231.82
2024-01-04 17:00:00,0.125,27.7,2.25,35.0,83.7,30.87,27.58,0.0,RUN,822.1
2024-01-04 18:00:00,0.12,26.8,2.17,35.0,0.0,25.94,26.12,0.0,,-1.9
2024-01-04 19:00:00,0.088,25.0,2.05,32.0,0.0,26.39,24.43,0.0,STANDBY,0.0
2024-01-04 20:00:00,0.136,23.3,2.1,37.0,0.0,22.79,23.73,0.0,STANDBY,0.0
2024-01-04 21:00:00,0.139,21.3,2.08,39.0,0.0,21.88,21.82,0.0,STANDBY,-3.59
2024-01-04 22:00:00,0.166,19.8,1.77,44.0,0.0,20.4,20.06,0.0,STANDBY,-8.36
2024-01-04 23:00:00,0.109,18.2,1.59,48.0,0.0,17.94,17.62,0.0,STANDBY,-1.55
2024-01-05 00:00:00,0.025,18.1,2.81,58.0,0.0,18.33,19.33,0.0,STANDBY,-10.98
2024-01-05 01:00:00,0.049,17.0,2.98,58.0,0.0,17.61,18.18,0.0,STANDBY,0.0
2024-01-05 02:00:00,0.095,16.0,3.02,61.0,0.0,17.07,17.12,0.0,STANDBY,0.0
2024-01-05 03:00:00,0.073,16.3,3.3,61.0,0.0,16.77,17.19,0.0,STANDBY,-11.16
2024-01-05 04:00:00,0.061,17.1,3.01,57.0,0.0,16.61,17.34,0.0,STANDBY,0.0
2024-01-05 05:00:00,0.048,17.9,3.1,58.0,0.0,18.9,17.64,0.0,STANDBY,-4.86
2024-01-05 06:00:00,0.033,18.9,2.86,58.0,0.0,19.09,19.91,0.0,STANDBY,0.0
2024-01-05 07:00:00,0.035,20.6,3.07,55.0,116.0,23.08,20.29,0.0,RUN,1180.46
2024-01-05 08:00:00,0.079,22.5,3.44,51.0,348.9,31.06,23.04,0.0,RUN,3745.39
2024-01-05 09:00:00,0.081,23.6,3.4,46.0,579.2,38.26,24.49,0.0,RUN,6182.74
2024-01-05 10:00:00,0.107,25.3,4.43,43.0,758.1,44.47,26.09,0.0,RUN,7986.99
2024-01-05 11:00:00,0.105,27.2,4.4,36.0,862.0,46.09,27.43,0.0,RUN,8996.6
2024-01-05 12:00:00,0.067,28.7,4.8,37.0,922.5,49.01,28.62,0.0,RUN,9338.82
2024-01-05 13:00:00,0.026,29.6,4.3,31.0,900.0,49.34,29.96,0.0,RUN,8874.3
2024-01-05 14:00:00,0.035,30.2,3.65,30.0,749.8,47.31,30.89,0.0,RUN,7643.36
2024-01-05 15:00:00,0.014,31.0,4.67,32.0,571.9,42.97,30.93,0.0,RUN,5739.99
2024-01-05 16:00:00,0.017,31.7,4.23,34.0,319.5,37.16,30.26,0.0,RUN,3226.81
2024-01-05 17:00:00,0.018,30.5,4.42,37.0,93.5,29.53,29.37,0.0,RUN,796.21
2024-01-05 18:00:00,0.024,29.9,4.77,37.0,0.0,29.34,28.65,0.0,STANDBY,-4.89
2024-01-05 19:00:00,0.053,27.6,4.03,36.0,0.0,27.78,26.36,0.0,STANDBY,-9.66
2024-01-05 20:00:00,0.046,26.1,3.76,41.0,0.0,25.16,25.34,0.0,STANDBY,0.0
2024-01-05 21:00:00,0.059,24.2,3.81,43.0,0.0,22.88,23.83,0.0,STANDBY,0.0
2024-01-05 22:00:00,0.172,21.5,3.6,49.0,0.0,23.05,22.72,0.0,STANDBY,0.0
2024-01-05 23:00:00,0.224,20.0,3.31,51.0,0.0,20.35,20.3,0.0,STANDBY,-10.48
2024-01-06 00:00:00,0.144,18.4,1.66,57.0,0.0,17.84,17.96,0.0,STANDBY,0.0
2024-01-06 01:00:00,0.082,17.4,1.73,59.0,0.0,17.6,17.16,0.0, STANDBY ,-7.27
2024-01-06 02:00:00,0.086,16.8,1.95,63.0,0.0,16.04,16.44,0.0,STANDBY,0.0
2024-01-06 03:00:00,0.037,16.8,1.85,63.0,0.0,16.76,15.85,0.0,STANDBY,0.0
2024-01-06 04:00:00,0.066,16.5,1.56,64.0,0.0,17.35,16.2,0.0,STANDBY,0.0
2024-01-06 05:00:00,0.08,18.0,1.6,60.0,0.0,16.79,17.29,0.0,STANDBY,0.0
2024-01-06 06:00:00,0.06,19.1,1.33,59.0,0.6,19.57,18.47,0.0,STANDBY,16.62
2024-01-06 07:00:00,0.078,20.6,1.31,53.0,118.1,23.01,19.53,0.0,RUN,1111.25
2024-01-06 08:00:00,0.103,22.7,1.25,51.0,353.8,30.95,21.45,0.0,RUN,3720.23
2024-01-06 09:00:00,0.075,23.8,1.37,47.0,580.1,38.66,23.08,0.0,RUN,6188.12
2024-01-06 10:00:00,0.029,25.4,1.51,43.0,801.6,44.59,25.09,0.0,RUN,7959.43
2024-01-06 11:00:00,0.097,26.6,1.57,40.0,866.5,49.52,26.76,0.0, RUN ,9010.71
2024-01-06 12:00:00,0.13,28.4,1.91,39.0,906.1,49.95,27.79,0.0,RUN,9261.63
2024-01-06 13:00:00,0.134,28.9,1.8,36.0,862.9,50.54,29.13,0.0,RUN,8895.72
2024-01-06 14:00:00,0.213,29.4,1.88,38.0,754.4,45.99,30.08,0.0,RUN,7640.32
2024-01-06 15:00:00,0.063,29.8,2.05,37.0,545.9,42.79,30.35,0.0,RUN,5749.67
2024-01-06 16:00:00,0.028,29.1,2.97,37.0,325.8,37.19,30.38,0.0,RUN,3265.97
2024-01-06 17:00:00,0.024,28.6,2.71,37.0,94.0,29.19,29.59,0.0,RUN,772.64
2024-01-06 18:00:00,0.035,27.9,2.45,38.0,0.0,26.87,28.48,0.0,STANDBY,-5.52
2024-01-06 19:00:00,0.035,25.8,2.19,42.0,0.0,26.35,26.62,0.0,STANDBY,-5.7
2024-01-06 20:00:00,0.042,24.4,2.07,48.0,0.0,24.91,24.84,0.0,STANDBY,-8.54
2024-01-06 21:00:00,0.08,22.8,1.67,52.0,0.0,23.33,23.78,0.0,STANDBY,-4.15
2024-01-06 22:00:00,0.065,21.2,1.47,52.0,0.0,20.16,21.6,0.0,STANDBY,0.0
2024-01-06 23:00:00,0.082,19.6,1.48,59.0,0.0,20.07,19.41,0.0,STANDBY,-10.92
2024-01-07 00:00:00,0.343,15.5,2.01,54.0,0.0,15.59,15.46,0.0,STANDBY,0.0
2024-01-07 01:00:00,0.343,14.0,2.1,60.0,0.0,14.52,14.6,0.0,STANDBY,-4.47
2024-01-07 02:00:00,0.26,13.5,2.09,59.0,0.0,15.09,13.63,0.0,STANDBY,-7.11
2024-01-07 03:00:00,0.206,13.6,2.64,62.0,0.0,14.92,13.95,0.0,STANDBY,-11.49
2024-01-07 04:00:00,0.198,14.4,3.13,64.0,0.0,13.72,13.57,0.0,STANDBY,-11.33
2024-01-07 05:00:00,0.12,15.3,2.26,62.0,0.0,14.49,15.06,0.0,STANDBY,-3.58
2024-01-07 06:00:00,0.095,16.1,1.74,63.0,0.6,16.32,16.2,0.0,STANDBY,0.0
2024-01-07 07:00:00,0.237,17.5,1.85,59.0,115.8,20.28,17.36,0.0,RUN,1125.4
2024-01-07 08:00:00,0.332,18.8,2.05,51.0,356.0,26.9,19.78,0.0,RUN,3734.96
2024-01-07 09:00:00,0.167,20.9,1.82,51.0,593.3,35.14,20.8,0.0,RUN,6126.27
2024-01-07 10:00:00,0.064,22.7,1.63,45.0,804.6,40.99,22.3,0.0,RUN,8047.12
2024-01-07 11:00:00,0.08,24.5,1.87,45.0,857.6,43.59,24.47,0.0,RUN,9125.22
2024-01-07 12:00:00,0.148,25.5,2.49,45.0,895.8,44.88,25.28,0.0,RUN,9443.21
2024-01-07 13:00:00,0.103,26.1,2.87,43.0,854.3,45.71,26.22,0.0,RUN,8985.59
2024-01-07 14:00:00,0.104,26.9,2.87,44.0,752.6,44.18,27.04,0.0,RUN,7822.35
2024-01-07 15:00:00,0.109,27.2,2.92,38.0,557.7,38.62,27.77,0.0,RUN,5845.38
2024-01-07 16:00:00,0.167,26.7,2.6,37.0,339.7,34.9,27.64,0.0,RUN,3314.45
2024-01-07 17:00:00,0.186,26.2,2.9,41.0,104.3,26.98,26.84,0.0,RUN,847.57
2024-01-07 18:00:00,0.158,24.9,3.1,41.0,0.0,24.63,25.36,0.0,STANDBY,0.0
2024-01-07 19:00:00,0.259,23.9,3.32,45.0,0.0,23.53,24.37,0.0,STANDBY,0.0
2024-01-07 20:00:00,0.222,21.6,3.19,47.0,0.0,21.68,21.94,0.0,STANDBY,-2.71
2024-01-07 21:00:00,0.245,20.0,2.6,51.0,0.0,20.65,20.37,0.0,STANDBY,0.0
2024-01-07 22:00:00,0.18,17.5,2.12,55.0,0.0,19.63,18.77,0.0,STANDBY,-7.83
2024-01-08 00:00:00,0.079,12.7,2.08,57.0,0.0,14.22,14.86,0.0, STANDBY ,-5.66
2024-01-08 01:00:00,0.195,11.2,1.84,58.0,0.0,13.08,13.55,0.0,STANDBY,0.0
2024-01-08 02:00:00,0.193,10.9,2.28,58.0,0.0,12.61,13.21,0.0,STANDBY,-7.79
2024-01-08 04:00:00,0.158,11.6,2.12,55.0,0.0,11.98,14.08,0.0,STANDBY,-10.52
2024-01-08 05:00:00,0.137,12.6,2.09,55.0,0.0,15.08,13.5,0.0,STANDBY,0.0
08-01-2024 06:00,0.126,13.9,2.1,55.0,2.0,14.89,15.55,0.0,STANDBY,0.0
2024-01-08 07:00:00,0.091,15.7,2.54,50.0,118.3,21.18,17.58,0.0,RUN,1104.35
2024-01-08 08:00:00,0.114,17.4,2.77,50.0,352.4,27.86,18.55,0.0,RUN,3737.67
2024-01-08 09:00:00,0.205,19.4,2.97,47.0,582.7,33.95,19.69,0.0,RUN,6077.7
2024-01-08 10:00:00,0.096,21.4,3.83,43.0,772.2,40.6,21.52,0.0, RUN ,8055.37
2024-01-08 11:00:00,0.054,22.6,3.56,40.0,875.8,43.79,23.59,0.0,RUN,9123.5
2024-01-08 12:00:00,0.056,23.9,4.65,37.0,921.4,46.39,24.56,0.0,run,9447.2
2024-01-08 13:00:00,0.098,24.7,4.41,35.0,880.2,43.88,25.59,0.0,RUN,9001.74
2024-01-08 14:00:00,0.122,26.2,4.04,36.0,737.5,41.82,27.13,0.0,RUN,7775.41
2024-01-08 15:00:00,0.201,25.6,3.34,37.0,547.6,38.34,25.71,0.0,RUN,5818.04
2024-01-08 16:00:00,0.185,25.2,3.08,40.0,328.7,32.18,26.07,0.0,RUN,3388.36
2024-01-08 17:00:00,0.129,24.6,2.87,40.0,94.3,28.44,25.52,0.0,RUN,889.5
2024-01-08 18:00:00,0.119,23.7,2.44,41.0,0.0,25.2,24.27,0.0,STANDBY,-7.0
2024-01-08 19:00:00,0.106,21.8,2.68,42.0,0.0,23.18,22.81,0.0,STANDBY,-10.52
2024-01-08 20:00:00,0.078,20.4,2.21,42.0,0.0,21.0,20.84,0.0,STANDBY,0.0
2024-01-08 21:00:00,0.094,18.5,1.91,43.0,0.0,19.89,19.02,0.0,STANDBY,-1.88
2024-01-08 22:00:00,0.099,16.5,2.3,43.0,0.0,19.81,17.24,0.0,STANDBY,-1.77
2024-01-08 23:00:00,0.133,15.1,2.21,46.0,0.0,15.83,16.25,0.0,STANDBY,0.0
2024-01-09 00:00:00,0.267,16.9,2.11,54.0,0.0,16.23,17.13,0.0,STANDBY,0.0
2024-01-09 01:00:00,0.141,15.9,2.43,59.0,0.0,17.71,16.83,0.0,STANDBY,-1.55
2024-01-09 02:00:00,0.266,15.4,2.36,63.0,0.0,16.86,15.45,0.0,STANDBY,-8.17
2024-01-09 03:00:00,0.142,15.0,1.66,62.0,0.0,16.88,15.68,0.0,standby,0.0
2024-01-09 04:00:00,0.221,15.0,1.61,63.0,0.0,16.17,15.63,0.0,STANDBY,0.0
2024-01-09 05:00:00,0.26,15.9,1.41,61.0,0.0,17.77,16.78,0.0,STANDBY,0.0
2024-01-09 06:00:00,0.23,17.4,1.59,63.0,3.1,18.63,16.89,0.0,STANDBY,43.26
2024-01-09 07:00:00,0.233,18.5,1.82,58.0,117.6,22.49,19.5,0.0,RUN,1140.23
2024-01-09 08:00:00,0.317,20.1,1.6,56.0,348.8,31.22,21.53,0.0,run,3551.45
2024-01-09 09:00:00,0.364,22.5,1.8,51.0,579.2,39.54,22.72,0.0,RUN,6050.03
2024-01-09 10:00:00,0.253,24.2,2.56,48.0,771.7,44.97,24.47,0.0,RUN,7842.39
2024-01-09 11:00:00,0.167,26.0,3.42,45.0,870.8,48.24,25.7,0.0,RUN,8974.39
2024-01-09 12:00:00,0.362,27.3,3.95,43.0,892.8,49.95,27.66,0.0,run,9062.25
2024-01-09 13:00:00,0.391,27.7,3.21,41.0,828.9,47.1,27.28,0.0,RUN,8587.47
2024-01-09 14:00:00,0.375,28.3,2.86,39.0,729.1,46.49,28.99,0.0,RUN,7392.22
2024-01-09 15:00:00,0.216,29.2,2.8,38.0,538.1,41.84,29.28,0.0,RUN,5782.77
2024-01-09 16:00:00,0.159,29.4,2.78,40.0,329.2,35.22,29.22,0.0,run,3289.82
2024-01-09 17:00:00,0.192,27.7,3.2,46.0,101.9,30.58,28.4,0.0,RUN,898.36
2024-01-09 18:00:00,0.099,26.8,3.18,48.0,0.0,27.42,27.25,0.0,STANDBY,0.0
2024-01-09 19:00:00,0.101,25.3,3.08,51.0,0.0,26.04,26.38,0.0,STANDBY,0.0
2024-01-09 20:00:00,0.12,24.0,2.61,54.0,0.0,23.44,23.8,0.0,STANDBY,-2.08
2024-01-09 21:00:00,0.203,22.1,2.09,58.0,0.0,20.87,21.83,0.0,STANDBY,0.0
2024-01-09 22:00:00,0.254,20.1,1.93,57.0,0.0,20.65,20.68,0.0, STANDBY ,0.0
2024-01-09 23:00:00,0.272,18.8,1.63,55.0,0.0,18.97,18.26,0.0, STANDBY ,0.0
2024-01-10 00:00:00,0.224,18.3,1.28,62.0,0.0,17.85,17.11,0.0,STANDBY,0.0
2024-01-10 01:00:00,0.136,17.1,1.35,65.0,0.0,15.77,17.31,0.0,STANDBY,0.0
2024-01-10 02:00:00,0.083,17.3,1.73,67.0,0.0,16.3,16.56,0.0,standby,-11.5
2024-01-10 03:00:00,0.098,17.0,1.83,68.0,0.0,18.35,15.75,0.0,STANDBY,-3.73
2024-01-10 04:00:00,0.101,17.3,2.17,66.0,0.0,17.01,16.42,0.0,STANDBY,0.0
2024-01-10 05:00:00,0.07,17.9,2.31,64.0,0.0,17.09,16.76,0.0,STANDBY,-2.11
2024-01-10 06:00:00,0.081,19.1,2.15,59.0,1.4,17.04,18.19,0.0,STANDBY,68.34
2024-01-10 07:00:00,0.191,20.5,2.14,61.0,112.8,22.33,19.51,0.0,RUN,1031.3
2024-01-10 08:00:00,0.165,21.6,2.4,60.0,350.5,31.53,22.02,0.0,RUN,3690.79
2024-01-10 09:00:00,0.28,23.9,2.41,59.0,585.4,36.15,22.81,0.0,RUN,5963.9
2024-01-10 10:00:00,0.38,26.0,2.04,54.0,742.3,40.66,24.03,0.0,RUN,7700.39
2024-01-10 11:00:00,0.194,26.9,2.02,46.0,874.8,44.67,26.42,0.0,run,8985.71
2024-01-10 12:00:00,0.143,27.6,1.81,45.0,906.4,48.03,28.06,0.0,RUN,9385.25
2024-01-10 13:00:00,0.11,29.6,2.14,43.0,897.6,48.17,28.72,0.0,RUN,8936.93
2024-01-10 14:00:00,0.056,29.9,2.38,41.0,738.1,45.35,29.62,0.0,RUN,7762.47
2024-01-10 15:00:00,0.089,30.4,2.26,43.0,579.2,40.07,29.32,0.0,RUN,5860.47
2024-01-10 16:00:00,0.209,29.6,1.6,45.0,332.5,35.12,27.79,0.0,RUN,3232.33
2024-01-10 17:00:00,0.206,29.2,1.63,45.0,92.9,29.78,27.84,0.0,run,795.29
2024-01-10 18:00:00,0.114,28.6,1.53,47.0,0.0,25.62,27.31,0.0,STANDBY,-5.66
2024-01-10 19:00:00,0.326,27.0,1.64,51.0,0.0,25.81,26.04,0.0,STANDBY,0.0
2024-01-10 20:00:00,0.171,25.2,1.47,50.0,0.0,23.98,24.2,0.0,STANDBY,-10.5
2024-01-10 21:00:00,0.185,23.9,1.19,53.0,0.0,22.52,22.31,0.0,STANDBY,-1.81
2024-01-10 22:00:00,0.192,22.1,1.16,54.0,0.0,20.71,20.75,0.0,STANDBY,0.0
2024-01-10 23:00:00,0.105,20.5,1.37,59.0,0.0,18.35,18.58,0.0,STANDBY,0.0
2024-01-11 00:00:00,0.283,17.0,2.04,57.0,0.0,16.51,17.2,0.0,STANDBY,0.0
2024-01-11 01:00:00,0.417,16.1,1.92,60.0,0.0,16.66,16.13,0.0,STANDBY,0.0
2024-01-11 02:00:00,0.409,15.4,2.56,59.0,0.0,15.37,15.63,0.0,STANDBY,-8.91
2024-01-11 03:00:00,0.321,14.8,2.47,59.0,0.0,15.13,15.79,0.0,STANDBY,0.0
2024-01-11 04:00:00,0.148,14.6,2.73,56.0,0.0,16.38,16.27,0.0,standby,-4.7
2024-01-11 05:00:00,0.145,15.6,3.16,52.0,0.0,15.52,16.52,0.0,STANDBY,-5.07
2024-01-11 06:00:00,0.213,16.5,2.33,53.0,3.7,16.16,17.59,0.0,STANDBY,-2.65
2024-01-11 07:00:00,0.153,17.7,2.88,49.0,110.3,21.48,19.27,0.0,RUN,1099.55
2024-01-11 08:00:00,0.192,19.4,2.86,50.0,354.3,26.82,19.98,0.0,RUN,3644.14
2024-01-11 09:00:00,0.19,20.8,2.94,48.0,578.3,34.89,22.56,0.0,RUN,6181.74
2024-01-11 10:00:00,0.193,23.0,3.22,45.0,775.6,42.56,24.27,0.0,RUN,8017.72
2024-01-11 11:00:00,0.14,24.9,4.0,41.0,912.5,43.19,25.43,0.0,RUN,9055.13
2024-01-11 12:00:00,0.286,26.0,3.89,36.0,895.4,47.66,27.21,0.0,RUN,9356.73
2024-01-11 13:00:00,0.362,26.9,3.87,33.0,893.7,46.43,27.41,0.0,RUN,8944.49
2024-01-11 14:00:00,0.499,27.6,4.67,34.0,719.9,44.18,27.66,0.0,RUN,7757.99
2024-01-11 15:00:00,0.335,28.5,6.06,34.0,572.8,40.6,28.85,0.0,RUN,5939.39
